t,open,high,low,close,interval
2025-09-17 13:30:00+00:00,27.889999389648438,27.889999389648438,22.0,22.0,1d
2025-09-18 13:30:00+00:00,21.75,21.799999237060547,20.0,20.5,1d
2025-09-19 13:30:00+00:00,20.399999618530273,20.565000534057617,18.459999084472656,18.459999084472656,1d
2025-09-22 13:30:00+00:00,18.440000534057617,18.583999633789062,17.354999542236328,17.40999984741211,1d
2025-09-23 13:30:00+00:00,17.5,18.969999313354492,17.0,18.799999237060547,1d
