Rank,Pair,Symbol_Y,Symbol_X,Score,Score_rt_frequency,Score_beta_smoothness,Score_window_reversion,Score_regime_stability,Score_adf,Score_kurtosis_penalty,RT_Total,RT_Signals,RT_Completion,RT_Annual_Freq,Best_Ref_Lookback,Lookback_Scan,Delta_Beta_Std,Delta_Beta_Rel,Beta_Mean,Beta_CV,WRS_Pct_Fast,WRS_Median_HL,WRS_N_Windows,Regime_Quality,Regime_Total,Regime_Consistency,Regime_Detail,ADF_Pvalue,Spread_Kurtosis,Overlap_Days
207,AVAXUSDT-FETUSDT,AVAXUSDT,FETUSDT,76.26,9.05,3.0,0.0,14.21,50.0,-0.0,33,58,0.569,9.38,155,"[{""lookback"": 100, ""n_rt"": 30, ""n_sig"": 57, ""rt_comp"": 0.5263157894736842, ""rt_annual"": 8.177238805970148, ""rt_per_bar"": 0.02142857142857143, ""lb_stability_bonus"": 1.0, ""combined"": 0.008182062971165544}, {""lookback"": 130, ""n_rt"": 26, ""n_sig"": 56, ""rt_comp"": 0.4642857142857143, ""rt_annual"": 7.249236641221374, ""rt_per_bar"": 0.01897810218978102, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.006249475413044774}, {""lookback"": 155, ""n_rt"": 33, ""n_sig"": 58, ""rt_comp"": 0.5689655172413793, ""rt_annual"": 9.379961089494163, ""rt_per_bar"": 0.02453531598513011, ""lb_stability_bonus"": 1.075, ""combined"": 0.011319546796994468}, {""lookback"": 180, ""n_rt"": 24, ""n_sig"": 58, ""rt_comp"": 0.41379310344827586, ""rt_annual"": 6.957142857142857, ""rt_per_bar"": 0.01818181818181818, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.005367589915084177}, {""lookback"": 210, ""n_rt"": 28, ""n_sig"": 66, ""rt_comp"": 0.42424242424242425, ""rt_annual"": 8.314634146341463, ""rt_per_bar"": 0.021705426356589147, ""lb_stability_bonus"": 1.15, ""combined"": 0.006897430054811874}]",0.015083,0.02636,0.572181,0.5673,0.0,35.57,18,4,4,0.8688,"[{""regime"": 1, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 12.555468750000001}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 14, ""completion"": 0.5714285714285714, ""annual_freq"": 9.13125}, {""regime"": 3, ""n_rt"": 5, ""n_sig"": 13, ""completion"": 0.38461538461538464, ""annual_freq"": 5.70703125}, {""regime"": 4, ""n_rt"": 9, ""n_sig"": 15, ""completion"": 0.6, ""annual_freq"": 10.208850931677018}]",0.000821,1.3621,1499
208,NEARUSDT-JUPUSDT,NEARUSDT,JUPUSDT,76.25,9.84,3.0,0.0,13.42,50.0,-0.0,21,31,0.6774,12.391,130,"[{""lookback"": 100, ""n_rt"": 21, ""n_sig"": 31, ""rt_comp"": 0.6774193548387096, ""rt_annual"": 11.818567026194144, ""rt_per_bar"": 0.029619181946403384, ""lb_stability_bonus"": 1.0, ""combined"": 0.01651427304532134}, {""lookback"": 130, ""n_rt"": 21, ""n_sig"": 31, ""rt_comp"": 0.6774193548387096, ""rt_annual"": 12.391357027463652, ""rt_per_bar"": 0.030927835051546393, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.017949349885603285}, {""lookback"": 155, ""n_rt"": 17, ""n_sig"": 28, ""rt_comp"": 0.6071428571428571, ""rt_annual"": 10.453282828282829, ""rt_per_bar"": 0.02599388379204893, ""lb_stability_bonus"": 1.075, ""combined"": 0.013219528709567692}, {""lookback"": 180, ""n_rt"": 17, ""n_sig"": 28, ""rt_comp"": 0.6071428571428571, ""rt_annual"": 10.91256590509666, ""rt_per_bar"": 0.02702702702702703, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.014180833453940273}, {""lookback"": 210, ""n_rt"": 14, ""n_sig"": 23, ""rt_comp"": 0.6086956521739131, ""rt_annual"": 9.487012987012987, ""rt_per_bar"": 0.02337228714524207, ""lb_stability_bonus"": 1.15, ""combined"": 0.012764369076016429}]",0.01164,0.014726,0.790455,0.2822,0.1429,17.26,7,4,4,0.7359,"[{""regime"": 1, ""n_rt"": 4, ""n_sig"": 6, ""completion"": 0.6666666666666666, ""annual_freq"": 9.487012987012987}, {""regime"": 2, ""n_rt"": 4, ""n_sig"": 7, ""completion"": 0.5714285714285714, ""annual_freq"": 9.487012987012987}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 12, ""completion"": 0.8333333333333334, ""annual_freq"": 23.717532467532468}, {""regime"": 4, ""n_rt"": 3, ""n_sig"": 6, ""completion"": 0.5, ""annual_freq"": 7.11525974025974}]",7.2e-05,0.2757,808
209,SOLUSDT-FILUSDT,SOLUSDT,FILUSDT,76.24,8.77,3.0,0.0,14.47,50.0,-0.0,34,64,0.5312,10.096,210,"[{""lookback"": 100, ""n_rt"": 34, ""n_sig"": 57, ""rt_comp"": 0.5964912280701754, ""rt_annual"": 9.267537313432836, ""rt_per_bar"": 0.024285714285714285, ""lb_stability_bonus"": 1.0, ""combined"": 0.011188116331500566}, {""lookback"": 130, ""n_rt"": 32, ""n_sig"": 57, ""rt_comp"": 0.5614035087719298, ""rt_annual"": 8.922137404580152, ""rt_per_bar"": 0.02335766423357664, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.010227156380058482}, {""lookback"": 155, ""n_rt"": 28, ""n_sig"": 60, ""rt_comp"": 0.4666666666666667, ""rt_annual"": 7.95875486381323, ""rt_per_bar"": 0.020817843866171002, ""lb_stability_bonus"": 1.075, ""combined"": 0.007134349529575174}, {""lookback"": 180, ""n_rt"": 29, ""n_sig"": 63, ""rt_comp"": 0.4603174603174603, ""rt_annual"": 8.406547619047618, ""rt_per_bar"": 0.02196969696969697, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007609872578068946}, {""lookback"": 210, ""n_rt"": 34, ""n_sig"": 64, ""rt_comp"": 0.53125, ""rt_annual"": 10.096341463414634, ""rt_per_bar"": 0.02635658914728682, ""lb_stability_bonus"": 1.15, ""combined"": 0.011736415105691834}]",0.013967,0.017276,0.808468,0.829,0.0,32.4,17,4,4,0.9118,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 14, ""completion"": 0.5, ""annual_freq"": 8.355392156862745}, {""regime"": 2, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 8.355392156862745}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 17, ""completion"": 0.5882352941176471, ""annual_freq"": 11.936274509803923}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 18, ""completion"": 0.5555555555555556, ""annual_freq"": 11.820388349514563}]",0.000221,1.1802,1499
210,DOTUSDT-LTCUSDT,DOTUSDT,LTCUSDT,76.23,9.16,3.0,0.0,14.08,50.0,-0.0,45,77,0.5844,12.547,130,"[{""lookback"": 100, ""n_rt"": 40, ""n_sig"": 69, ""rt_comp"": 0.5797101449275363, ""rt_annual"": 10.902985074626866, ""rt_per_bar"": 0.02857142857142857, ""lb_stability_bonus"": 1.0, ""combined"": 0.01261096459837484}, {""lookback"": 130, ""n_rt"": 45, ""n_sig"": 77, ""rt_comp"": 0.5844155844155844, ""rt_annual"": 12.54675572519084, ""rt_per_bar"": 0.032846715328467155, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.015275218494390652}, {""lookback"": 155, ""n_rt"": 40, ""n_sig"": 71, ""rt_comp"": 0.5633802816901409, ""rt_annual"": 11.369649805447471, ""rt_per_bar"": 0.02973977695167286, ""lb_stability_bonus"": 1.075, ""combined"": 0.013519126604221986}, {""lookback"": 180, ""n_rt"": 30, ""n_sig"": 60, ""rt_comp"": 0.5, ""rt_annual"": 8.696428571428571, ""rt_per_bar"": 0.022727272727272728, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.008911882986028803}, {""lookback"": 210, ""n_rt"": 35, ""n_sig"": 63, ""rt_comp"": 0.5555555555555556, ""rt_annual"": 10.393292682926829, ""rt_per_bar"": 0.027131782945736434, ""lb_stability_bonus"": 1.15, ""combined"": 0.012920145864824364}]",0.027646,0.028188,0.980766,0.6601,0.0,27.91,19,4,4,0.8459,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 16, ""completion"": 0.4375, ""annual_freq"": 7.842791411042945}, {""regime"": 2, ""n_rt"": 12, ""n_sig"": 19, ""completion"": 0.631578947368421, ""annual_freq"": 13.44478527607362}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 19, ""completion"": 0.47368421052631576, ""annual_freq"": 10.083588957055214}, {""regime"": 4, ""n_rt"": 16, ""n_sig"": 23, ""completion"": 0.6956521739130435, ""annual_freq"": 17.762917933130698}]",0.002679,0.9304,1499
211,AVAXUSDT-OPUSDT,AVAXUSDT,OPUSDT,76.22,9.27,3.0,0.0,13.95,50.0,-0.0,36,60,0.6,11.454,210,"[{""lookback"": 100, ""n_rt"": 26, ""n_sig"": 52, ""rt_comp"": 0.5, ""rt_annual"": 7.5488871224165335, ""rt_per_bar"": 0.019726858877086494, ""lb_stability_bonus"": 1.0, ""combined"": 0.006974497841748951}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 54, ""rt_comp"": 0.6296296296296297, ""rt_annual"": 10.112785016286646, ""rt_per_bar"": 0.026397515527950312, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01372788370330271}, {""lookback"": 155, ""n_rt"": 32, ""n_sig"": 54, ""rt_comp"": 0.5925925925925926, ""rt_annual"": 9.71571072319202, ""rt_per_bar"": 0.025336500395882817, ""lb_stability_bonus"": 1.075, ""combined"": 0.012424800373868604}, {""lookback"": 180, ""n_rt"": 25, ""n_sig"": 51, ""rt_comp"": 0.49019607843137253, ""rt_annual"": 7.751485568760611, ""rt_per_bar"": 0.020193861066235864, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007686723483562395}, {""lookback"": 210, ""n_rt"": 36, ""n_sig"": 60, ""rt_comp"": 0.6, ""rt_annual"": 11.453832752613241, ""rt_per_bar"": 0.029801324503311258, ""lb_stability_bonus"": 1.15, ""combined"": 0.015927964622482155}]",0.008634,0.011524,0.749197,0.4685,0.0,30.85,16,4,4,0.8243,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 8.939685314685315}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 14.048076923076923}, {""regime"": 3, ""n_rt"": 13, ""n_sig"": 18, ""completion"": 0.7222222222222222, ""annual_freq"": 16.602272727272727}, {""regime"": 4, ""n_rt"": 5, ""n_sig"": 12, ""completion"": 0.4166666666666667, ""annual_freq"": 6.363240418118467}]",2.3e-05,-0.0387,1417
212,BTCUSDT-ADAUSDT,BTCUSDT,ADAUSDT,76.21,8.6,3.0,0.0,14.6,50.0,-0.0,33,65,0.5077,8.995,100,"[{""lookback"": 100, ""n_rt"": 33, ""n_sig"": 65, ""rt_comp"": 0.5076923076923077, ""rt_annual"": 8.994962686567163, ""rt_per_bar"": 0.023571428571428573, ""lb_stability_bonus"": 1.0, ""combined"": 0.008526813793172848}, {""lookback"": 130, ""n_rt"": 23, ""n_sig"": 58, ""rt_comp"": 0.39655172413793105, ""rt_annual"": 6.412786259541984, ""rt_per_bar"": 0.016788321167883213, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.004363850201263631}, {""lookback"": 155, ""n_rt"": 22, ""n_sig"": 52, ""rt_comp"": 0.4230769230769231, ""rt_annual"": 6.253307392996109, ""rt_per_bar"": 0.016356877323420074, ""lb_stability_bonus"": 1.075, ""combined"": 0.004838802167521184}, {""lookback"": 180, ""n_rt"": 22, ""n_sig"": 58, ""rt_comp"": 0.3793103448275862, ""rt_annual"": 6.377380952380952, ""rt_per_bar"": 0.016666666666666666, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.004318251435073313}, {""lookback"": 210, ""n_rt"": 21, ""n_sig"": 56, ""rt_comp"": 0.375, ""rt_annual"": 6.235975609756097, ""rt_per_bar"": 0.01627906976744186, ""lb_stability_bonus"": 1.15, ""combined"": 0.004299068116875999}]",0.014982,0.029649,0.505308,0.6052,0.0,40.84,19,4,4,0.934,"[{""regime"": 1, ""n_rt"": 8, ""n_sig"": 14, ""completion"": 0.5714285714285714, ""annual_freq"": 8.748502994011975}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 16, ""completion"": 0.625, ""annual_freq"": 10.93562874251497}, {""regime"": 3, ""n_rt"": 8, ""n_sig"": 18, ""completion"": 0.4444444444444444, ""annual_freq"": 8.748502994011975}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 17, ""completion"": 0.4117647058823529, ""annual_freq"": 7.6320895522388055}]",1.8e-05,1.5802,1499
213,LINKUSDT-OPUSDT,LINKUSDT,OPUSDT,76.18,9.55,2.82,0.0,13.81,50.0,-0.0,44,69,0.6377,12.775,100,"[{""lookback"": 100, ""n_rt"": 44, ""n_sig"": 69, ""rt_comp"": 0.6376811594202898, ""rt_annual"": 12.77503974562798, ""rt_per_bar"": 0.03338391502276176, ""lb_stability_bonus"": 1.0, ""combined"": 0.01699975431375031}, {""lookback"": 130, ""n_rt"": 35, ""n_sig"": 61, ""rt_comp"": 0.5737704918032787, ""rt_annual"": 10.410219869706841, ""rt_per_bar"": 0.02717391304347826, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01229340803969214}, {""lookback"": 155, ""n_rt"": 27, ""n_sig"": 53, ""rt_comp"": 0.5094339622641509, ""rt_annual"": 8.197630922693266, ""rt_per_bar"": 0.021377672209026127, ""lb_stability_bonus"": 1.075, ""combined"": 0.008356044029547796}, {""lookback"": 180, ""n_rt"": 27, ""n_sig"": 57, ""rt_comp"": 0.47368421052631576, ""rt_annual"": 8.37160441426146, ""rt_per_bar"": 0.021809369951534735, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007885761313965272}, {""lookback"": 210, ""n_rt"": 25, ""n_sig"": 54, ""rt_comp"": 0.46296296296296297, ""rt_annual"": 7.954050522648084, ""rt_per_bar"": 0.020695364238410598, ""lb_stability_bonus"": 1.15, ""combined"": 0.0074970479409620415}]",0.0231,0.040096,0.57612,0.7227,0.1111,18.92,18,4,4,0.8016,"[{""regime"": 1, ""n_rt"": 17, ""n_sig"": 21, ""completion"": 0.8095238095238095, ""annual_freq"": 19.83785942492013}, {""regime"": 2, ""n_rt"": 5, ""n_sig"": 12, ""completion"": 0.4166666666666667, ""annual_freq"": 5.834664536741214}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 20, ""completion"": 0.5, ""annual_freq"": 11.669329073482428}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 12.714398734177216}]",3e-06,2.6939,1417
214,BTCUSDT-AVAXUSDT,BTCUSDT,AVAXUSDT,76.17,8.49,3.0,0.0,14.68,50.0,-0.0,31,63,0.4921,8.45,100,"[{""lookback"": 100, ""n_rt"": 31, ""n_sig"": 63, ""rt_comp"": 0.49206349206349204, ""rt_annual"": 8.449813432835821, ""rt_per_bar"": 0.02214285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.007643026664513897}, {""lookback"": 130, ""n_rt"": 25, ""n_sig"": 62, ""rt_comp"": 0.4032258064516129, ""rt_annual"": 6.970419847328244, ""rt_per_bar"": 0.01824817518248175, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.0048635649701667125}, {""lookback"": 155, ""n_rt"": 21, ""n_sig"": 55, ""rt_comp"": 0.38181818181818183, ""rt_annual"": 5.969066147859922, ""rt_per_bar"": 0.015613382899628252, ""lb_stability_bonus"": 1.075, ""combined"": 0.003959956201530584}, {""lookback"": 180, ""n_rt"": 19, ""n_sig"": 54, ""rt_comp"": 0.35185185185185186, ""rt_annual"": 5.507738095238095, ""rt_per_bar"": 0.014393939393939395, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0033318587132262797}, {""lookback"": 210, ""n_rt"": 18, ""n_sig"": 53, ""rt_comp"": 0.33962264150943394, ""rt_annual"": 5.345121951219512, ""rt_per_bar"": 0.013953488372093023, ""lb_stability_bonus"": 1.15, ""combined"": 0.0031759641273744325}]",0.011637,0.028912,0.402509,0.5422,0.0,34.96,19,4,4,0.9465,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 7.654940119760479}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 14, ""completion"": 0.5714285714285714, ""annual_freq"": 8.748502994011975}, {""regime"": 3, ""n_rt"": 7, ""n_sig"": 17, ""completion"": 0.4117647058823529, ""annual_freq"": 7.654940119760479}, {""regime"": 4, ""n_rt"": 9, ""n_sig"": 18, ""completion"": 0.5, ""annual_freq"": 9.812686567164178}]",5.4e-05,0.3524,1499
215,BNBUSDT-IMXUSDT,BNBUSDT,IMXUSDT,76.17,8.8,2.88,0.0,14.5,50.0,-0.0,31,58,0.5345,8.643,130,"[{""lookback"": 100, ""n_rt"": 32, ""n_sig"": 61, ""rt_comp"": 0.5245901639344263, ""rt_annual"": 8.722388059701492, ""rt_per_bar"": 0.022857142857142857, ""lb_stability_bonus"": 1.0, ""combined"": 0.0086846467398163}, {""lookback"": 130, ""n_rt"": 31, ""n_sig"": 58, ""rt_comp"": 0.5344827586206896, ""rt_annual"": 8.643320610687022, ""rt_per_bar"": 0.022627737226277374, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.009203530981466935}, {""lookback"": 155, ""n_rt"": 26, ""n_sig"": 57, ""rt_comp"": 0.45614035087719296, ""rt_annual"": 7.3902723735408555, ""rt_per_bar"": 0.019330855018587362, ""lb_stability_bonus"": 1.075, ""combined"": 0.006401876124291251}, {""lookback"": 180, ""n_rt"": 22, ""n_sig"": 56, ""rt_comp"": 0.39285714285714285, ""rt_annual"": 6.377380952380952, ""rt_per_bar"": 0.016666666666666666, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0045516396907391106}, {""lookback"": 210, ""n_rt"": 23, ""n_sig"": 53, ""rt_comp"": 0.4339622641509434, ""rt_annual"": 6.829878048780487, ""rt_per_bar"": 0.017829457364341085, ""lb_stability_bonus"": 1.15, ""combined"": 0.005861569458990319}]",0.010525,0.036824,0.285827,0.8293,0.0,34.08,18,4,4,0.9162,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 12, ""completion"": 0.5833333333333334, ""annual_freq"": 7.842791411042945}, {""regime"": 2, ""n_rt"": 9, ""n_sig"": 19, ""completion"": 0.47368421052631576, ""annual_freq"": 10.083588957055214}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 12, ""completion"": 0.5, ""annual_freq"": 6.72239263803681}, {""regime"": 4, ""n_rt"": 9, ""n_sig"": 16, ""completion"": 0.5625, ""annual_freq"": 9.99164133738602}]",0.006873,1.9073,1499
216,ETHUSDT-AVAXUSDT,ETHUSDT,AVAXUSDT,76.16,9.34,3.0,0.0,13.82,50.0,-0.0,42,69,0.6087,11.938,155,"[{""lookback"": 100, ""n_rt"": 35, ""n_sig"": 59, ""rt_comp"": 0.5932203389830508, ""rt_annual"": 9.540111940298507, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.0, ""combined"": 0.011422576037419183}, {""lookback"": 130, ""n_rt"": 39, ""n_sig"": 63, ""rt_comp"": 0.6190476190476191, ""rt_annual"": 10.87385496183206, ""rt_per_bar"": 0.02846715328467153, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01443254524806139}, {""lookback"": 155, ""n_rt"": 42, ""n_sig"": 69, ""rt_comp"": 0.6086956521739131, ""rt_annual"": 11.938132295719845, ""rt_per_bar"": 0.031226765799256505, ""lb_stability_bonus"": 1.075, ""combined"": 0.015941741762936244}, {""lookback"": 180, ""n_rt"": 30, ""n_sig"": 66, ""rt_comp"": 0.45454545454545453, ""rt_annual"": 8.696428571428571, ""rt_per_bar"": 0.022727272727272728, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007724679115375238}, {""lookback"": 210, ""n_rt"": 31, ""n_sig"": 66, ""rt_comp"": 0.4696969696969697, ""rt_annual"": 9.205487804878048, ""rt_per_bar"": 0.024031007751937984, ""lb_stability_bonus"": 1.15, ""combined"": 0.008896034558061008}]",0.009638,0.016671,0.578162,0.5544,0.0,45.04,18,4,4,0.8037,"[{""regime"": 1, ""n_rt"": 15, ""n_sig"": 20, ""completion"": 0.75, ""annual_freq"": 17.12109375}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 17, ""completion"": 0.5882352941176471, ""annual_freq"": 11.4140625}, {""regime"": 3, ""n_rt"": 12, ""n_sig"": 21, ""completion"": 0.5714285714285714, ""annual_freq"": 13.696875}, {""regime"": 4, ""n_rt"": 4, ""n_sig"": 13, ""completion"": 0.3076923076923077, ""annual_freq"": 4.537267080745342}]",0.006706,-0.1562,1499
